Agency,Region,lake,LFENZID,Hydrological Year,TLI,MixingPattern,GeomorphicType
Northland Regional Council,northland,Lake Te Kahika at centre,24633,2016,3.2,Polymictic,Aeolian
Northland Regional Council,northland,Lake Te Kahika at centre,24633,2017,2.9,Polymictic,Aeolian
Northland Regional Council,northland,Lake Te Kahika at centre,24633,2018,3.4,Polymictic,Aeolian
Northland Regional Council,northland,Lake Te Kahika at centre,24633,2019,3.3,Polymictic,Aeolian
Northland Regional Council,northland,Lake Te Kahika at centre,24633,2020,3.2,Polymictic,Aeolian
Northland Regional Council,northland,Lake Te Kahika at centre,24633,2021,3.5,Polymictic,Aeolian
Northland Regional Council,northland,Lake Mokeno at centre,50314,2008,3.9,Polymictic,Aeolian
Northland Regional Council,northland,Lake Mokeno at centre,50314,2009,4,Polymictic,Aeolian
Northland Regional Council,northland,Lake Mokeno at centre,50314,2010,3.9,Polymictic,Aeolian
Northland Regional Council,northland,Lake Mokeno at centre,50314,2011,4.2,Polymictic,Aeolian
Northland Regional Council,northland,Lake Mokeno at centre,50314,2012,6.1,Polymictic,Aeolian
Northland Regional Council,northland,Lake Mokeno at centre,50314,2013,5.9,Polymictic,Aeolian
Northland Regional Council,northland,Lake Mokeno at centre,50314,2014,5.3,Polymictic,Aeolian
Northland Regional Council,northland,Lake Mokeno at centre,50314,2015,5.5,Polymictic,Aeolian
Northland Regional Council,northland,Lake Mokeno at centre,50314,2016,4,Polymictic,Aeolian
Northland Regional Council,northland,Lake Mokeno at centre,50314,2017,4.3,Polymictic,Aeolian
Northland Regional Council,northland,Lake Mokeno at centre,50314,2018,4.9,Polymictic,Aeolian
Northland Regional Council,northland,Lake Mokeno at centre,50314,2019,4.2,Polymictic,Aeolian
Northland Regional Council,northland,Lake Mokeno at centre,50314,2020,3.9,Polymictic,Aeolian
Northland Regional Council,northland,Lake Mokeno at centre,50314,2021,5.5,Polymictic,Aeolian
Northland Regional Council,northland,Lake Mokeno at centre,50314,2022,6.5,Polymictic,Aeolian
Northland Regional Council,northland,Lake Karaka at centre,50320,2008,3.9,Polymictic,Aeolian
Northland Regional Council,northland,Lake Karaka at centre,50320,2009,5,Polymictic,Aeolian
Northland Regional Council,northland,Lake Karaka at centre,50320,2010,5.5,Polymictic,Aeolian
Northland Regional Council,northland,Lake Karaka at centre,50320,2011,4.8,Polymictic,Aeolian
Northland Regional Council,northland,Lake Karaka at centre,50320,2012,4.7,Polymictic,Aeolian
Northland Regional Council,northland,Lake Karaka at centre,50320,2013,5,Polymictic,Aeolian
Northland Regional Council,northland,Lake Karaka at centre,50320,2014,4.4,Polymictic,Aeolian
Northland Regional Council,northland,Lake Karaka at centre,50320,2015,4.5,Polymictic,Aeolian
Northland Regional Council,northland,Lake Karaka at centre,50320,2016,3.7,Polymictic,Aeolian
Northland Regional Council,northland,Lake Karaka at centre,50320,2017,4,Polymictic,Aeolian
Northland Regional Council,northland,Lake Karaka at centre,50320,2018,6,Polymictic,Aeolian
Northland Regional Council,northland,Lake Karaka at centre,50320,2019,5.1,Polymictic,Aeolian
Northland Regional Council,northland,Lake Karaka at centre,50320,2020,4.4,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rototuna at centre,50345,2008,4.3,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rototuna at centre,50345,2009,4.8,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rototuna at centre,50345,2010,4.9,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rototuna at centre,50345,2011,4.9,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rototuna at centre,50345,2012,5,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rototuna at centre,50345,2013,5.1,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rototuna at centre,50345,2014,5,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rototuna at centre,50345,2015,4.7,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rototuna at centre,50345,2016,5.5,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rototuna at centre,50345,2017,5.1,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rototuna at centre,50345,2018,4.7,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rototuna at centre,50345,2019,4.8,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rototuna at centre,50345,2020,5.2,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rototuna at centre,50345,2021,5,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rototuna at centre,50345,2022,4.9,Polymictic,Aeolian
Northland Regional Council,northland,Lake Kahuparere at centre,50371,2008,4.5,Polymictic,Aeolian
Northland Regional Council,northland,Lake Kahuparere at centre,50371,2009,4.2,Polymictic,Aeolian
Northland Regional Council,northland,Lake Kahuparere at centre,50371,2011,4.2,Polymictic,Aeolian
Northland Regional Council,northland,Lake Kahuparere at centre,50371,2012,4,Polymictic,Aeolian
Northland Regional Council,northland,Lake Kahuparere at centre,50371,2013,4.2,Polymictic,Aeolian
Northland Regional Council,northland,Lake Kahuparere at centre,50371,2014,3.9,Polymictic,Aeolian
Northland Regional Council,northland,Lake Kahuparere at centre,50371,2015,3.9,Polymictic,Aeolian
Northland Regional Council,northland,Lake Kahuparere at centre,50371,2016,4.1,Polymictic,Aeolian
Northland Regional Council,northland,Lake Kahuparere at centre,50371,2017,4.3,Polymictic,Aeolian
Northland Regional Council,northland,Lake Kahuparere at centre,50371,2018,3.9,Polymictic,Aeolian
Northland Regional Council,northland,Lake Kahuparere at centre,50371,2019,3.7,Polymictic,Aeolian
Northland Regional Council,northland,Lake Kahuparere at centre,50371,2020,3.7,Polymictic,Aeolian
Northland Regional Council,northland,Lake Kahuparere at centre,50371,2021,4.2,Polymictic,Aeolian
Northland Regional Council,northland,Lake Kanono at north centre,50373,2008,4.7,Stratified,Aeolian
Northland Regional Council,northland,Lake Kanono at north centre,50373,2009,4.2,Stratified,Aeolian
Northland Regional Council,northland,Lake Kanono at north centre,50373,2010,4.4,Stratified,Aeolian
Northland Regional Council,northland,Lake Kanono at north centre,50373,2011,4.1,Stratified,Aeolian
Northland Regional Council,northland,Lake Kanono at north centre,50373,2012,4.1,Stratified,Aeolian
Northland Regional Council,northland,Lake Kanono at north centre,50373,2013,4.1,Stratified,Aeolian
Northland Regional Council,northland,Lake Kanono at north centre,50373,2014,4.1,Stratified,Aeolian
Northland Regional Council,northland,Lake Kanono at north centre,50373,2015,4.8,Stratified,Aeolian
Northland Regional Council,northland,Lake Kanono at north centre,50373,2016,4.3,Stratified,Aeolian
Northland Regional Council,northland,Lake Kanono at north centre,50373,2017,4,Stratified,Aeolian
Northland Regional Council,northland,Lake Kanono at north centre,50373,2018,4.4,Stratified,Aeolian
Northland Regional Council,northland,Lake Kanono at north centre,50373,2019,4.3,Stratified,Aeolian
Northland Regional Council,northland,Lake Kanono at north centre,50373,2020,3.5,Stratified,Aeolian
Northland Regional Council,northland,Lake Kanono at north centre,50373,2021,3.8,Stratified,Aeolian
Northland Regional Council,northland,Lake Kanono at north centre,50373,2022,4,Stratified,Aeolian
Northland Regional Council,northland,Lake Humuhumu at east centre,50401,2008,3.5,Stratified,Aeolian
Northland Regional Council,northland,Lake Humuhumu at east centre,50401,2009,3.4,Stratified,Aeolian
Northland Regional Council,northland,Lake Humuhumu at east centre,50401,2010,3.6,Stratified,Aeolian
Northland Regional Council,northland,Lake Humuhumu at east centre,50401,2011,3.6,Stratified,Aeolian
Northland Regional Council,northland,Lake Humuhumu at east centre,50401,2012,3.7,Stratified,Aeolian
Northland Regional Council,northland,Lake Humuhumu at east centre,50401,2013,3.8,Stratified,Aeolian
Northland Regional Council,northland,Lake Humuhumu at east centre,50401,2014,4,Stratified,Aeolian
Northland Regional Council,northland,Lake Humuhumu at east centre,50401,2015,4.1,Stratified,Aeolian
Northland Regional Council,northland,Lake Humuhumu at east centre,50401,2016,3.8,Stratified,Aeolian
Northland Regional Council,northland,Lake Humuhumu at east centre,50401,2017,3.6,Stratified,Aeolian
Northland Regional Council,northland,Lake Humuhumu at east centre,50401,2018,3.9,Stratified,Aeolian
Northland Regional Council,northland,Lake Humuhumu at east centre,50401,2019,3.3,Stratified,Aeolian
Northland Regional Council,northland,Lake Humuhumu at east centre,50401,2020,3.5,Stratified,Aeolian
Northland Regional Council,northland,Lake Humuhumu at east centre,50401,2021,3.9,Stratified,Aeolian
Northland Regional Council,northland,Lake Humuhumu at east centre,50401,2022,4.1,Stratified,Aeolian
Northland Regional Council,northland,Swan Lake at centre,50403,2009,3.7,Polymictic,Aeolian
Northland Regional Council,northland,Swan Lake at centre,50403,2010,3.9,Polymictic,Aeolian
Northland Regional Council,northland,Swan Lake at centre,50403,2011,5.4,Polymictic,Aeolian
Northland Regional Council,northland,Swan Lake at centre,50403,2012,5.5,Polymictic,Aeolian
Northland Regional Council,northland,Swan Lake at centre,50403,2013,5.8,Polymictic,Aeolian
Northland Regional Council,northland,Swan Lake at centre,50403,2014,4.9,Polymictic,Aeolian
Northland Regional Council,northland,Swan Lake at centre,50403,2015,5.1,Polymictic,Aeolian
Northland Regional Council,northland,Swan Lake at centre,50403,2016,4.6,Polymictic,Aeolian
Northland Regional Council,northland,Swan Lake at centre,50403,2017,4.9,Polymictic,Aeolian
Northland Regional Council,northland,Swan Lake at centre,50403,2018,5.9,Polymictic,Aeolian
Northland Regional Council,northland,Swan Lake at centre,50403,2019,5.5,Polymictic,Aeolian
Northland Regional Council,northland,Swan Lake at centre,50403,2020,4.8,Polymictic,Aeolian
Northland Regional Council,northland,Swan Lake at centre,50403,2021,5.1,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Pouto) at centre,50413,2008,3.2,Stratified,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Pouto) at centre,50413,2009,3.3,Stratified,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Pouto) at centre,50413,2010,3.8,Stratified,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Pouto) at centre,50413,2011,3.2,Stratified,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Pouto) at centre,50413,2012,3.4,Stratified,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Pouto) at centre,50413,2013,3.4,Stratified,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Pouto) at centre,50413,2014,3.2,Stratified,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Pouto) at centre,50413,2015,3.5,Stratified,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Pouto) at centre,50413,2016,3.2,Stratified,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Pouto) at centre,50413,2017,3.1,Stratified,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Pouto) at centre,50413,2018,3.6,Stratified,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Pouto) at centre,50413,2019,3.8,Stratified,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Pouto) at centre,50413,2020,3.8,Stratified,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Pouto) at centre,50413,2021,2.8,Stratified,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Pouto) at centre,50413,2022,2.7,Stratified,Aeolian
Otago Regional Council,otago,Lake Onslow,1553,2008,4.5,Stratified,Dam
Otago Regional Council,otago,Lake Onslow,1553,2009,4,Stratified,Dam
Otago Regional Council,otago,Lake Onslow,1553,2010,3.7,Stratified,Dam
Otago Regional Council,otago,Lake Onslow,1553,2011,3.9,Stratified,Dam
Otago Regional Council,otago,Lake Onslow,1553,2012,3.4,Stratified,Dam
Otago Regional Council,otago,Lake Onslow,1553,2013,3.5,Stratified,Dam
Otago Regional Council,otago,Lake Onslow,1553,2014,3.5,Stratified,Dam
Otago Regional Council,otago,Lake Onslow,1553,2015,3.7,Stratified,Dam
Otago Regional Council,otago,Lake Onslow,1553,2016,3.6,Stratified,Dam
Otago Regional Council,otago,Lake Onslow,1553,2017,4,Stratified,Dam
Otago Regional Council,otago,Lake Onslow,1553,2018,3.7,Stratified,Dam
Otago Regional Council,otago,Lake Onslow,1553,2019,3.8,Stratified,Dam
Otago Regional Council,otago,Lake Onslow,1553,2020,3.9,Stratified,Dam
Otago Regional Council,otago,Lake Onslow,1553,2021,3.9,Stratified,Dam
Otago Regional Council,otago,Lake Onslow,1553,2022,3.9,Stratified,Dam
Otago Regional Council,otago,Lake Waihola at Waihola Mid,44391,2008,4.9,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola,44391,2008,4.9,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola at Waihola Mid,44391,2009,4.8,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola,44391,2009,4.8,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola at Waihola Mid,44391,2010,5,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola,44391,2010,5,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola at Waihola Mid,44391,2011,4.9,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola,44391,2011,4.9,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola at Waihola Mid,44391,2012,4.9,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola,44391,2012,4.9,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola at Waihola Mid,44391,2013,4.9,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola,44391,2013,4.9,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola at Waihola Mid,44391,2014,5.1,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola,44391,2014,5.1,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola at Waihola Mid,44391,2015,4.9,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola,44391,2015,4.9,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola at Waihola Mid,44391,2016,4.5,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola,44391,2016,4.5,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola at Waihola Mid,44391,2016,4.6,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola,44391,2016,4.6,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola at Waihola Mid,44391,2017,5,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola,44391,2017,5,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola at Waihola Mid,44391,2018,4.9,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola,44391,2018,4.9,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola at Waihola Mid,44391,2019,4.7,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola,44391,2019,4.7,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola at Waihola Mid,44391,2019,5.6,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola,44391,2019,5.6,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola at Waihola Mid,44391,2020,6,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola,44391,2020,6,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola at Waihola Mid,44391,2021,5,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola,44391,2021,5,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola at Waihola Mid,44391,2022,4.8,Polymictic,Riverine
Otago Regional Council,otago,Lake Waihola,44391,2022,4.8,Polymictic,Riverine
Otago Regional Council,otago,Lake Tuakitoto at Outlet,44599,2008,5.5,Polymictic,Riverine
Otago Regional Council,otago,Lake Tuakitoto at Outlet,44599,2009,5.3,Polymictic,Riverine
Otago Regional Council,otago,Lake Tuakitoto at Outlet,44599,2010,5.2,Polymictic,Riverine
Otago Regional Council,otago,Lake Tuakitoto at Outlet,44599,2011,5.6,Polymictic,Riverine
Otago Regional Council,otago,Lake Tuakitoto at Outlet,44599,2012,5.2,Polymictic,Riverine
Otago Regional Council,otago,Lake Tuakitoto at Outlet,44599,2013,4.8,Polymictic,Riverine
Otago Regional Council,otago,Lake Tuakitoto at Outlet,44599,2014,5.4,Polymictic,Riverine
Otago Regional Council,otago,Lake Tuakitoto at Outlet,44599,2015,5.3,Polymictic,Riverine
Otago Regional Council,otago,Lake Tuakitoto at Outlet,44599,2016,5.1,Polymictic,Riverine
Otago Regional Council,otago,Lake Tuakitoto at Outlet,44599,2017,5.2,Polymictic,Riverine
Otago Regional Council,otago,Lake Tuakitoto at Outlet,44599,2018,5.4,Polymictic,Riverine
Otago Regional Council,otago,Lake Tuakitoto at Outlet,44599,2019,5.7,Polymictic,Riverine
Otago Regional Council,otago,Lake Tuakitoto at Outlet,44599,2020,6,Polymictic,Riverine
Otago Regional Council,otago,Lake Tuakitoto at Outlet,44599,2021,5.6,Polymictic,Riverine
Otago Regional Council,otago,Lake Tuakitoto at Outlet,44599,2022,5.8,Polymictic,Riverine
Otago Regional Council,otago,Lake Wakatipu outflow,53532,2008,2.1,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu Open Water 10m,53532,2008,2.1,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu outflow,53532,2009,2.1,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu Open Water 10m,53532,2009,2.1,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu outflow,53532,2010,2.1,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu Open Water 10m,53532,2010,2.1,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu outflow,53532,2011,2,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu Open Water 10m,53532,2011,2,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu outflow,53532,2012,2.3,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu Open Water 10m,53532,2012,2.3,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu outflow,53532,2013,2.5,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu Open Water 10m,53532,2013,2.5,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu outflow,53532,2014,2.5,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu Open Water 10m,53532,2014,2.5,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu outflow,53532,2015,1.9,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu Open Water 10m,53532,2015,1.9,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu outflow,53532,2016,1.5,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu Open Water 10m,53532,2016,1.5,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu outflow,53532,2017,1.6,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu Open Water 10m,53532,2017,1.6,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu outflow,53532,2017,1.7,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu Open Water 10m,53532,2017,1.7,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu outflow,53532,2018,1.1,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu Open Water 10m,53532,2018,1.1,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu outflow,53532,2018,1.5,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu Open Water 10m,53532,2018,1.5,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu outflow,53532,2019,1.1,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu Open Water 10m,53532,2019,1.1,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu outflow,53532,2019,1.4,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu Open Water 10m,53532,2019,1.4,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu outflow,53532,2020,2.2,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu Open Water 10m,53532,2020,2.2,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu outflow,53532,2021,2,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu Open Water 10m,53532,2021,2,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu outflow,53532,2022,1.6,Stratified,Glacial
Otago Regional Council,otago,Lake Wakatipu Open Water 10m,53532,2022,1.6,Stratified,Glacial
Otago Regional Council,otago,Lake Johnson,53707,2011,4.6,Stratified,Glacial
Otago Regional Council,otago,Lake Johnson,53707,2012,4.9,Stratified,Glacial
Otago Regional Council,otago,Lake Johnson,53707,2013,4.7,Stratified,Glacial
Otago Regional Council,otago,Lake Johnson,53707,2014,6.2,Stratified,Glacial
Otago Regional Council,otago,Lake Johnson,53707,2015,5.6,Stratified,Glacial
Otago Regional Council,otago,Lake Johnson,53707,2016,5.3,Stratified,Glacial
Otago Regional Council,otago,Lake Johnson,53707,2017,5.7,Stratified,Glacial
Otago Regional Council,otago,Lake Johnson,53707,2018,5.2,Stratified,Glacial
Otago Regional Council,otago,Lake Johnson,53707,2019,4.9,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes at Mid Lake 10m,54190,2008,4.4,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes,54190,2008,4.4,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes at Mid Lake 10m,54190,2009,5.1,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes,54190,2009,5.1,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes at Mid Lake 10m,54190,2010,4.9,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes,54190,2010,4.9,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes at Mid Lake 10m,54190,2011,5,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes,54190,2011,5,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes at Mid Lake 10m,54190,2012,4.3,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes,54190,2012,4.3,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes at Mid Lake 10m,54190,2013,4.5,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes,54190,2013,4.5,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes at Mid Lake 10m,54190,2014,4.6,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes,54190,2014,4.6,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes at Mid Lake 10m,54190,2015,4.7,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes,54190,2015,4.7,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes at Mid Lake 10m,54190,2016,4.8,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes,54190,2016,4.8,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes at Mid Lake 10m,54190,2017,4.1,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes,54190,2017,4.1,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes at Mid Lake 10m,54190,2017,4.2,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes,54190,2017,4.2,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes at Mid Lake 10m,54190,2018,4.2,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes,54190,2018,4.2,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes at Mid Lake 10m,54190,2018,4.3,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes,54190,2018,4.3,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes at Mid Lake 10m,54190,2019,4.3,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes,54190,2019,4.3,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes at Mid Lake 10m,54190,2019,4.6,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes,54190,2019,4.6,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes at Mid Lake 10m,54190,2020,4.9,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes,54190,2020,4.9,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes at Mid Lake 10m,54190,2021,5,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes,54190,2021,5,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes at Mid Lake 10m,54190,2022,4.9,Stratified,Glacial
Otago Regional Council,otago,Lake Hayes,54190,2022,4.9,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka Open Water 10m,54672,2008,2.3,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka outflow,54672,2008,2.3,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka Open Water 10m,54672,2009,2.2,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka outflow,54672,2009,2.2,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka Open Water 10m,54672,2010,1.7,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka outflow,54672,2010,1.7,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka Open Water 10m,54672,2011,1.8,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka outflow,54672,2011,1.8,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka Open Water 10m,54672,2012,2.2,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka outflow,54672,2012,2.2,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka Open Water 10m,54672,2013,2.1,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka outflow,54672,2013,2.1,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka Open Water 10m,54672,2014,2.1,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka outflow,54672,2014,2.1,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka Open Water 10m,54672,2015,2.2,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka outflow,54672,2015,2.2,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka Open Water 10m,54672,2016,2.2,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka outflow,54672,2016,2.2,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka Open Water 10m,54672,2017,1.6,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka outflow,54672,2017,1.6,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka Open Water 10m,54672,2017,2.3,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka outflow,54672,2017,2.3,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka Open Water 10m,54672,2018,1.4,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka outflow,54672,2018,1.4,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka Open Water 10m,54672,2018,1.7,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka outflow,54672,2018,1.7,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka Open Water 10m,54672,2019,1.6,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka outflow,54672,2019,1.6,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka Open Water 10m,54672,2019,1.9,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka outflow,54672,2019,1.9,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka Open Water 10m,54672,2020,1.5,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka outflow,54672,2020,1.5,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka Open Water 10m,54672,2021,1.6,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka outflow,54672,2021,1.6,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka Open Water 10m,54672,2022,1.7,Stratified,Glacial
Otago Regional Council,otago,Lake Wanaka outflow,54672,2022,1.7,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea South Open Water 10m,54736,2008,1.9,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea Outflow at Dam,54736,2008,1.9,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea South Open Water 10m,54736,2009,1.7,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea Outflow at Dam,54736,2009,1.7,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea South Open Water 10m,54736,2010,1.5,Stratified,Glacial
